 Date,Line,Distance,Temp
12/10/09,379,6.555,21.1
12/10/09,379,7.815,21.1
1/11/10,379,8.088,22.7
12/10/09,379,8.430,21
11/24/09,380,0.352,20.6
12/10/09,380,0.362,21.1
11/23/09,380,0.401,20.9
11/23/09,380,0.420,20.9
11/23/09,380,0.446,21.1
11/23/09,380,0.493,21
11/23/09,380,0.495,20.9
11/23/09,380,0.509,21
11/23/09,380,0.525,21
11/23/09,380,0.529,21
11/24/09,380,0.565,20.6
11/23/09,380,0.585,21.1
11/23/09,380,0.593,21
12/10/09,380,0.600,21.1
11/23/09,380,0.609,20.9
11/23/09,380,0.638,20.9
11/23/09,380,0.657,21
11/23/09,380,0.727,20.9
11/23/09,380,0.758,21
11/23/09,380,0.892,21.1
12/10/09,380,0.911,21.1
11/23/09,380,0.927,21
11/23/09,380,0.960,20.9
11/23/09,380,0.965,21.1
11/24/09,380,1.013,20.6
11/23/09,380,1.040,21.1
11/24/09,380,1.171,20.6
11/24/09,380,1.182,20.6
11/24/09,380,1.198,20.6
12/10/09,380,1.305,21.1
11/24/09,380,1.397,20.6
12/10/09,380,1.446,21.1
11/24/09,380,1.488,20.6
11/23/09,380,1.509,20.9
11/24/09,380,1.826,20.8
11/24/09,380,2.358,20.8
11/24/09,380,2.482,20.6
12/10/09,380,2.628,21.1
12/10/09,380,2.966,21.1
11/24/09,380,2.976,20.6
11/24/09,380,3.030,20.8
11/23/09,380,3.169,20.9
11/23/09,380,3.192,20.9
11/23/09,380,3.510,21
11/23/09,380,3.587,20.9
11/24/09,380,3.858,20.8
11/23/09,380,3.945,21
11/23/09,380,4.030,21.1
12/10/09,380,4.166,21.1
11/23/09,380,4.964,21.1
11/24/09,380,4.970,20.6
11/23/09,380,5.200,21
11/23/09,380,5.411,21
11/23/09,380,5.496,20.9
11/24/09,380,5.555,20.6
12/10/09,380,5.679,21.1
12/10/09,380,5.878,21.1
12/10/09,380,6.056,21.1
12/10/09,380,6.951,21.1
1/13/10,391,0.303,22.3
1/13/10,391,0.375,22.3
1/13/10,391,0.382,22.3
1/13/10,391,0.415,22.3
1/13/10,391,0.421,22.3
1/13/10,391,0.426,22.3
1/16/10,391,0.444,22.5
1/13/10,391,0.475,22.3
1/13/10,391,0.483,22.3
1/13/10,391,0.495,22.3
1/13/10,391,0.536,22.3
1/13/10,391,0.540,22.3
1/13/10,391,0.580,22.3
1/13/10,391,0.584,22.3
1/13/10,391,0.594,22.3
1/13/10,391,0.599,22.3
1/16/10,391,0.599,22.5
1/11/10,391,0.604,22.7
1/13/10,391,0.610,22.3
1/13/10,391,0.611,22.3
1/11/10,391,0.615,22.7
1/13/10,391,0.629,22.3
1/13/10,391,0.646,22.3
1/13/10,391,0.693,22.3
1/2/10,391,0.732,21.7
1/13/10,391,0.762,22.3
1/13/10,391,0.767,22.3
1/13/10,391,0.803,22.3
1/13/10,391,0.806,22.3
12/15/09,391,0.814,21.7
1/16/10,391,0.876,22.5
1/2/10,391,0.884,21.7
1/2/10,391,0.977,21.7
1/16/10,391,1.014,22.5
1/16/10,391,1.025,22.5
1/13/10,391,1.041,22.3
1/13/10,391,1.103,22.3
1/11/10,391,1.159,22.7
1/16/10,391,1.208,22.5
1/2/10,391,1.227,21.7
1/2/10,391,1.230,21.7
1/13/10,391,1.245,22.3
1/13/10,391,1.252,22.3
1/13/10,391,1.268,22.3
1/16/10,391,1.274,22.5
1/13/10,391,1.297,22.3
1/13/10,391,1.503,22.3
1/2/10,391,2.046,21.7
1/13/10,391,2.762,22.3
1/2/10,391,3.273,21.7
1/13/10,391,4.013,22.3
1/13/10,391,4.651,22.3
1/2/10,391,4.741,21.7
1/13/10,391,5.626,22.3
11/18/09,399,0.325,21.7
11/18/09,399,0.376,21.7
11/18/09,399,0.393,21.8
11/23/09,399,0.412,21.4
11/18/09,399,0.437,21.7
11/18/09,399,0.448,21.7
11/23/09,399,0.449,21.4
11/18/09,399,0.452,21.7
11/18/09,399,0.465,21.7
11/18/09,399,0.504,21.7
11/18/09,399,0.506,21.8
11/18/09,399,0.603,21.7
11/24/09,399,0.632,21
11/18/09,399,0.651,21.7
11/23/09,399,0.703,21.4
11/18/09,399,0.734,21.7
11/18/09,399,0.735,21.7
11/23/09,399,0.737,21.5
11/23/09,399,0.778,21.4
11/23/09,399,0.784,21.4
11/18/09,399,0.806,21.7
11/23/09,399,0.844,21.5
11/23/09,399,0.853,21.5
11/23/09,399,0.913,21.4
11/18/09,399,0.914,21.7
11/23/09,399,1.004,21.4
11/18/09,399,1.006,21.7
11/23/09,399,1.041,21.4
11/18/09,399,1.071,21.7
11/18/09,399,1.087,21.8
11/23/09,399,1.133,21.4
11/23/09,399,1.189,21.5
11/18/09,399,1.231,21.7
11/23/09,399,1.296,21.4
11/18/09,399,1.314,21.7
11/24/09,399,1.342,21
11/24/09,399,1.371,21
11/18/09,399,1.372,21.7
11/18/09,399,1.403,21.7
11/18/09,399,1.418,21.7
11/18/09,399,1.428,21.7
11/18/09,399,1.430,21.7
11/24/09,399,1.440,21
11/24/09,399,1.469,21
11/24/09,399,1.506,21
11/23/09,399,1.555,21.4
11/24/09,399,1.641,21.1
11/18/09,399,1.723,21.8
11/23/09,399,1.756,21.5
11/24/09,399,2.144,21.1
11/23/09,399,2.198,21.4
11/24/09,399,2.271,21.1
11/24/09,399,2.395,21
11/24/09,399,2.531,21
11/24/09,399,2.895,21.1
11/18/09,399,3.290,21.7
11/24/09,399,3.965,21.1
11/18/09,399,4.007,21.7
1/18/10,427,0.336,23
1/18/10,427,0.376,23
1/18/10,427,0.467,22.9
1/18/10,427,0.487,22.9
1/18/10,427,0.514,22.9
1/18/10,427,0.518,22.9
1/18/10,427,0.543,22.9
1/18/10,427,0.606,22.8
1/18/10,427,0.665,22.9
1/18/10,427,0.713,22.9
1/18/10,427,0.745,22.8
1/18/10,427,0.848,22.9
1/18/10,427,0.866,23
1/18/10,427,0.872,22.9
1/18/10,427,0.887,22.9
1/18/10,427,0.959,22.8
1/18/10,427,0.966,22.9
1/18/10,427,1.004,22.9
1/18/10,427,1.005,23
1/18/10,427,1.012,22.9
1/18/10,427,1.019,22.9
1/18/10,427,1.024,22.8
1/18/10,427,1.045,22.9
1/18/10,427,1.049,22.9
1/18/10,427,1.056,23
1/18/10,427,1.065,22.9
1/18/10,427,1.069,22.9
1/18/10,427,1.077,22.9
1/18/10,427,1.107,22.9
1/18/10,427,1.198,22.8
1/18/10,427,1.213,22.8
1/18/10,427,1.227,22.8
1/18/10,427,1.237,22.9
1/18/10,427,1.242,22.9
1/18/10,427,1.279,22.8
1/18/10,427,1.283,22.9
1/18/10,427,1.283,22.9
1/18/10,427,1.295,22.9
1/18/10,427,1.329,22.9
1/18/10,427,1.375,23
1/18/10,427,1.384,22.9
1/18/10,427,1.447,22.9
1/18/10,427,1.455,22.8
1/18/10,427,1.477,22.9
1/18/10,427,1.484,22.9
1/18/10,427,1.546,22.9
1/18/10,427,1.572,22.9
1/18/10,427,1.582,22.9
1/18/10,427,1.594,22.8
1/18/10,427,1.674,22.9
1/18/10,427,3.012,22.8
1/18/10,427,3.832,22.8
1/18/10,427,4.619,22.9
1/18/10,427,15.638,22.9
1/2/10,486,0.304,21.7
1/2/10,486,0.282,21.7
1/2/10,486,0.339,21.7
1/2/10,486,0.357,21.7
1/2/10,486,0.363,21.7
1/16/10,486,0.367,22.5
1/2/10,486,0.372,21.7
1/16/10,486,0.413,22.5
1/2/10,486,0.435,21.7
12/15/09,486,0.476,22
1/13/10,486,0.574,22.3
1/11/10,486,0.633,22.7
1/13/10,486,0.650,22.3
1/2/10,486,0.658,21.7
1/2/10,486,0.683,21.7
1/16/10,486,0.731,22.5
1/11/10,486,0.735,22.7
1/11/10,486,0.748,22.7
1/11/10,486,0.767,22.7
1/16/10,486,0.767,22.5
1/11/10,486,0.801,22.7
12/15/09,486,0.820,22
1/16/10,486,0.835,22.5
1/11/10,486,0.844,22.7
1/16/10,486,0.867,22.5
1/11/10,486,0.920,22.7
1/16/10,486,0.930,22.5
1/13/10,486,0.938,22.3
1/13/10,486,0.990,22.3
1/13/10,486,1.020,22.3
1/13/10,486,1.044,22.3
1/13/10,486,1.046,22.3
1/13/10,486,1.055,22.3
1/11/10,486,1.073,22.7
1/13/10,486,1.097,22.3
1/16/10,486,1.117,22.5
1/11/10,486,1.149,22.7
1/13/10,486,1.156,22.3
1/16/10,486,1.195,22.5
1/13/10,486,1.215,22.3
1/13/10,486,1.278,22.3
1/11/10,486,1.314,22.7
12/15/09,486,1.343,22
12/15/09,486,1.382,22
1/16/10,486,1.430,22.5
1/13/10,486,1.443,22.3
1/13/10,486,1.464,22.3
1/13/10,486,1.586,22.3
1/16/10,486,1.692,22.5
12/15/09,486,1.697,22
1/13/10,486,1.773,22.3
1/13/10,486,1.864,22.3
1/13/10,486,1.922,22.3
12/15/09,486,1.941,22
1/11/10,486,2.450,22.7
1/13/10,486,2.607,22.3
1/16/10,486,2.669,22.5
1/13/10,486,3.017,22.3
1/11/10,486,3.876,22.7
1/13/10,486,8.024,22.3
12/15/09,486,8.129,22
1/25/10,514,0.686,22.5
1/11/10,514,0.841,22.7
12/21/09,514,0.891,21.2
1/26/10,514,0.900,21.6
1/11/10,514,0.956,22.7
1/26/10,514,0.959,21.6
1/26/10,514,0.988,21.6
1/11/10,514,1.042,22.7
1/11/10,514,1.053,22.7
1/11/10,514,1.059,22.7
1/2/10,514,1.110,21.7
1/11/10,514,1.117,22.7
1/11/10,514,1.235,22.7
1/11/10,514,1.293,22.7
12/21/09,514,1.427,21.2
1/11/10,514,1.457,22.7
1/11/10,514,1.546,22.7
1/11/10,514,1.564,22.7
1/11/10,514,1.643,22.7
1/11/10,514,1.701,22.7
1/11/10,514,1.784,22.7
1/13/10,514,1.969,22.2
1/26/10,514,2.105,21.6
1/11/10,514,2.290,22.7
1/11/10,514,2.546,22.7
1/2/10,514,2.566,21.7
1/11/10,514,2.924,22.7
1/11/10,514,3.189,22.7
1/2/10,514,3.603,21.7
1/2/10,514,3.652,21.7
1/11/10,514,3.663,22.7
1/11/10,514,3.858,22.7
1/11/10,514,4.322,22.7
1/13/10,514,4.589,22.2
1/13/10,514,4.628,22.2
1/11/10,514,4.631,22.7
1/11/10,514,4.649,22.7
1/13/10,514,4.868,22.2
1/11/10,514,4.985,22.7
1/13/10,514,5.050,22.2
1/2/10,514,5.109,21.7
12/15/09,514,5.583,22
1/13/10,514,5.584,22.2
1/11/10,514,5.608,22.7
1/11/10,514,6.471,22.7
1/13/10,514,6.889,22.2
1/2/10,514,7.706,21.7
1/11/10,514,8.656,22.7
1/11/10,514,8.836,22.7
1/2/10,514,9.826,21.7
1/16/10,517,0.256,22.6
1/16/10,517,0.404,22.6
1/16/10,517,0.496,22.5
1/11/10,517,0.501,22.7
1/11/10,517,0.606,22.7
1/16/10,517,0.606,22.6
1/16/10,517,0.625,22.6
1/16/10,517,0.641,22.5
1/16/10,517,0.665,22.5
1/11/10,517,0.693,22.7
1/11/10,517,0.700,22.7
1/16/10,517,0.700,22.5
1/16/10,517,0.718,22.5
1/16/10,517,0.728,22.5
1/16/10,517,0.737,22.6
1/16/10,517,0.791,22.6
1/16/10,517,0.834,22.6
1/16/10,517,0.835,22.6
1/11/10,517,0.849,22.7
1/16/10,517,0.970,22.6
1/16/10,517,0.977,22.6
1/16/10,517,1.000,22.5
1/16/10,517,1.004,22.6
1/11/10,517,1.006,22.7
1/16/10,517,1.068,22.6
1/16/10,517,1.079,22.5
1/16/10,517,1.084,22.6
1/16/10,517,1.138,22.5
1/16/10,517,1.181,22.5
1/16/10,517,1.195,22.6
1/16/10,517,1.196,22.6
1/11/10,517,1.291,22.7
1/16/10,517,1.313,22.6
12/21/09,517,1.314,21.3
12/21/09,517,1.839,21.3
1/16/10,517,2.220,22.6
1/11/10,517,2.261,22.7
1/11/10,517,2.530,22.7
12/15/09,517,2.546,22
1/11/10,517,2.715,22.7
12/15/09,517,2.805,21.1
1/16/10,517,3.521,22.6
1/16/10,517,3.934,22.5
12/15/09,517,4.011,22
1/11/10,517,4.076,22.7
1/16/10,517,4.099,22.6
1/16/10,517,4.140,22.6
1/11/10,517,4.439,22.7
1/16/10,517,4.473,22.6
1/11/10,517,5.110,22.7
1/11/10,517,5.254,22.7
1/16/10,517,5.273,22.6
12/21/09,517,5.305,21.3
1/16/10,517,5.439,22.6
1/11/10,517,5.498,22.7
1/11/10,517,5.887,22.7
12/21/09,517,6.094,21.3
1/16/10,517,6.357,22.5
1/11/10,517,12.333,22.7
1/11/10,517,14.461,22.7
11/24/09,555,0.254,21.4
11/24/09,555,0.350,21.3
11/24/09,555,0.371,21.4
12/21/09,555,0.384,21.3
11/23/09,555,0.408,21.5
11/24/09,555,0.410,21.4
11/24/09,555,0.412,21.3
11/24/09,555,0.424,21.4
11/23/09,555,0.441,21.5
11/24/09,555,0.445,21.4
11/24/09,555,0.452,21.3
1/18/10,555,0.459,22.8
11/24/09,555,0.484,21.4
11/24/09,555,0.521,21.4
11/24/09,555,0.524,21.4
11/24/09,555,0.532,21.3
11/24/09,555,0.533,21.3
11/23/09,555,0.544,21.5
11/24/09,555,0.545,21.4
11/23/09,555,0.550,21.5
1/18/10,555,0.559,22.8
1/18/10,555,0.566,22.8
11/23/09,555,0.582,21.5
11/24/09,555,0.585,21.4
12/21/09,555,0.597,21.3
11/24/09,555,0.609,21.3
12/21/09,555,0.633,21.3
11/24/09,555,0.642,21.3
11/24/09,555,0.656,21.3
11/24/09,555,0.666,21.3
1/18/10,555,0.672,22.8
11/23/09,555,0.675,21.5
11/23/09,555,0.710,21.5
11/24/09,555,0.737,21.3
11/24/09,555,0.753,21.4
1/18/10,555,0.761,22.8
11/23/09,555,0.768,21.5
11/23/09,555,0.801,21.5
1/18/10,555,0.823,22.8
11/24/09,555,0.849,21.4
11/24/09,555,0.883,21.4
11/24/09,555,0.928,21.3
1/18/10,555,0.928,22.8
11/24/09,555,0.946,21.4
11/24/09,555,0.964,21.4
11/23/09,555,0.965,21.5
11/24/09,555,0.997,21.4
11/24/09,555,1.007,21.4
1/18/10,555,1.018,22.8
11/24/09,555,1.068,21.4
11/24/09,555,1.094,21.4
11/24/09,555,1.175,21.4
11/23/09,555,1.218,21.5
11/24/09,555,1.330,21.4
11/24/09,555,1.338,21.4
12/10/09,555,1.795,21.2
11/24/09,555,3.906,21.3
12/15/09,639,0.277,22.1
12/15/09,639,0.304,22.1
12/15/09,639,0.309,22.1
12/15/09,639,0.301,22.2
12/15/09,639,0.241,22.2
12/15/09,639,0.267,22.2
12/15/09,639,0.302,22.2
12/15/09,639,0.277,22.2
12/15/09,639,0.267,22.2
12/15/09,639,0.317,22.2
12/15/09,639,0.326,22.1
12/15/09,639,0.337,22.1
12/15/09,639,0.340,22.1
12/10/09,639,0.344,20.8
12/15/09,639,0.357,22.2
12/10/09,639,0.361,21.1
12/15/09,639,0.365,22.2
12/15/09,639,0.384,22.1
12/15/09,639,0.387,22.2
12/15/09,639,0.389,22.2
12/10/09,639,0.400,20.8
12/15/09,639,0.414,22.1
12/15/09,639,0.422,22
12/15/09,639,0.438,22.1
12/10/09,639,0.444,21.2
12/15/09,639,0.463,22.2
12/10/09,639,0.475,21.2
12/15/09,639,0.485,22.2
12/15/09,639,0.488,22
12/10/09,639,0.489,21.2
12/15/09,639,0.493,22.1
12/10/09,639,0.507,20.8
12/10/09,639,0.519,21.2
12/15/09,639,0.528,22.1
12/15/09,639,0.535,22.2
12/15/09,639,0.578,22
12/10/09,639,0.591,21.2
12/15/09,639,0.597,22.1
12/15/09,639,0.613,22
12/10/09,639,0.636,21.1
12/10/09,639,0.694,21.2
12/10/09,639,0.756,21.1
12/15/09,639,0.756,22.2
12/15/09,639,0.758,22.2
12/10/09,639,0.809,20.8
12/10/09,639,0.856,21.2
12/10/09,639,0.865,21.1
12/10/09,639,0.919,21.2
12/15/09,639,0.972,22.2
12/10/09,639,1.048,21.1
12/15/09,639,1.098,22.2
12/10/09,639,1.392,21.1
12/10/09,639,1.970,21.1
12/10/09,639,2.375,21.1
1/16/10,705,0.476,22.6
1/16/10,705,0.528,22.6
1/2/10,705,0.557,21.6
1/2/10,705,0.655,21.6
1/16/10,705,0.690,22.6
1/16/10,705,0.712,22.6
1/16/10,705,0.722,22.6
1/2/10,705,0.726,21.6
1/16/10,705,0.742,22.6
1/16/10,705,0.805,22.6
1/2/10,705,0.892,21.6
1/2/10,705,0.902,21.6
1/2/10,705,0.949,21.6
1/16/10,705,0.949,22.6
1/16/10,705,0.957,22.6
1/16/10,705,0.959,22.6
1/16/10,705,0.959,22.6
1/16/10,705,0.965,22.6
1/16/10,705,0.965,22.6
1/11/10,705,0.970,22.7
1/16/10,705,0.973,22.6
1/16/10,705,1.018,22.6
1/16/10,705,1.048,22.6
1/16/10,705,1.072,22.6
1/16/10,705,1.117,22.6
1/16/10,705,1.125,22.6
1/16/10,705,1.134,22.6
1/2/10,705,1.155,21.6
1/2/10,705,1.194,21.6
1/2/10,705,1.227,21.6
1/16/10,705,1.252,22.6
1/16/10,705,1.333,22.6
1/16/10,705,1.366,22.6
1/16/10,705,1.688,22.6
1/16/10,705,1.846,22.6
1/16/10,705,2.211,22.6
1/2/10,705,2.300,21.6
1/16/10,705,2.602,22.6
1/16/10,705,3.407,22.6
1/2/10,705,3.630,21.6
1/16/10,705,3.831,22.6
1/13/10,705,3.892,22.3
1/16/10,705,3.933,22.6
1/16/10,705,4.194,22.6
1/16/10,705,4.681,22.6
12/15/09,705,4.769,22.1
1/13/10,705,5.079,22.3
1/16/10,705,5.229,22.6
1/13/10,705,5.423,22.3
1/16/10,705,5.721,22.6
1/16/10,705,5.950,22.6
1/13/10,705,6.666,22.3
1/11/10,705,6.989,22.7
12/15/09,705,7.721,22.1
1/13/10,705,8.148,22.3
1/16/10,705,9.107,22.6
1/11/10,707,0.309,22.6
1/26/10,707,0.383,21.8
1/13/10,707,0.403,22.2
1/11/10,707,0.410,22.6
1/11/10,707,0.479,22.6
1/11/10,707,0.520,22.6
1/11/10,707,0.550,22.6
1/11/10,707,0.562,22.6
1/11/10,707,0.655,22.6
1/11/10,707,0.701,22.6
1/11/10,707,0.749,22.6
1/19/10,707,0.810,22.5
1/11/10,707,0.943,22.6
1/13/10,707,0.950,22.2
1/11/10,707,0.992,22.6
3/2/10,707,1.005,22.8
1/26/10,707,1.010,21.8
1/11/10,707,1.024,22.6
1/26/10,707,1.086,21.8
1/26/10,707,1.269,21.8
1/26/10,707,1.278,21.8
1/26/10,707,1.413,21.8
1/26/10,707,1.782,21.8
1/26/10,707,1.790,21.8
1/13/10,707,2.480,22.2
1/13/10,707,4.415,22.2
1/13/10,707,4.890,22.2
1/13/10,707,5.144,22.2
1/18/10,712,0.599,22.7
1/18/10,712,0.815,22.8
1/19/10,712,0.862,22.4
1/19/10,712,0.877,22.4
1/19/10,712,0.882,22.4
1/18/10,712,0.928,22.8
1/18/10,712,0.934,22.7
1/19/10,712,0.996,22.4
1/19/10,712,1.075,22.5
1/19/10,712,1.103,22.5
1/19/10,712,1.121,22.5
1/18/10,712,1.131,22.7
1/18/10,712,1.169,22.8
1/18/10,712,1.180,22.8
1/19/10,712,1.201,22.4
1/19/10,712,1.237,22.5
1/18/10,712,1.355,22.8
1/18/10,712,1.379,22.8
1/18/10,712,1.455,22.8
1/18/10,712,1.457,22.8
1/19/10,712,1.513,22.4
1/19/10,712,1.600,22.5
1/19/10,712,1.624,22.5
1/18/10,712,1.939,22.7
1/19/10,712,2.048,22.5
1/18/10,712,2.544,22.8
1/18/10,712,2.899,22.7
1/18/10,712,4.048,22.7
1/18/10,712,4.246,22.7
1/18/10,712,4.423,22.8
1/18/10,712,4.606,22.8
1/18/10,712,4.653,22.7
1/19/10,712,4.654,22.5
1/18/10,712,4.815,22.7
1/18/10,712,4.834,22.8
1/18/10,712,4.873,22.7
1/18/10,712,5.395,22.8
1/18/10,712,6.131,22.7
1/19/10,712,6.362,22.4
1/18/10,712,6.677,22.8
1/19/10,712,10.272,22.4
1/18/10,712,13.194,22.7
1/16/10,714,0.299,22.2
1/16/10,714,0.318,22.2
1/2/10,714,0.320,21.7
1/13/10,714,0.320,22.3
1/13/10,714,0.330,22.3
1/2/10,714,0.334,21.7
1/13/10,714,0.334,22.3
1/16/10,714,0.340,22.2
1/13/10,714,0.341,22.2
1/16/10,714,0.361,22.2
1/13/10,714,0.370,22.3
1/11/10,714,0.377,22.7
1/16/10,714,0.384,22.2
1/11/10,714,0.407,22.7
1/16/10,714,0.411,22.2
1/16/10,714,0.420,22.2
1/16/10,714,0.420,22.2
1/13/10,714,0.429,22.3
1/16/10,714,0.435,22.2
1/11/10,714,0.437,22.7
1/13/10,714,0.437,22.3
1/11/10,714,0.452,22.7
1/16/10,714,0.473,22.2
1/13/10,714,0.479,22.2
1/13/10,714,0.492,22.2
1/11/10,714,0.559,22.7
1/11/10,714,0.564,22.7
1/13/10,714,0.584,22.2
1/11/10,714,0.609,22.7
1/13/10,714,0.610,22.2
1/11/10,714,0.631,22.7
1/13/10,714,0.663,22.2
1/11/10,714,0.687,22.7
1/13/10,714,0.690,22.3
1/16/10,714,0.708,22.2
1/11/10,714,0.719,22.7
1/13/10,714,0.723,22.2
1/11/10,714,0.763,22.7
1/13/10,714,0.772,22.2
1/11/10,714,0.775,22.7
1/16/10,714,0.779,22.2
1/13/10,714,0.840,22.3
1/13/10,714,0.846,22.3
1/13/10,714,0.854,22.2
1/11/10,714,0.898,22.7
1/2/10,714,0.923,21.7
1/13/10,714,0.948,22.3
12/15/09,714,0.996,22.5
1/13/10,714,1.057,22.2
1/13/10,714,1.265,22.2
1/13/10,714,2.911,22.3
1/11/10,714,6.385,22.7
1/13/10,714,8.937,22.3
1/2/10,730,0.440,21.6
1/11/10,730,0.581,22.7
1/13/10,730,0.806,22.3
1/11/10,730,0.825,22.7
1/13/10,730,0.839,22.3
1/11/10,730,0.955,22.7
3/2/10,730,1.149,22.8
1/2/10,730,1.150,21.6
12/21/09,730,1.189,21.3
1/16/10,730,1.189,22.4
1/16/10,730,1.478,22.4
1/16/10,730,1.494,22.4
1/16/10,730,1.625,22.4
1/2/10,730,1.902,21.6
1/2/10,730,1.903,21.6
1/2/10,730,2.162,21.6
1/26/10,730,2.493,21.8
1/11/10,730,2.748,22.7
1/16/10,730,2.861,22.4
1/26/10,730,3.149,21.8
1/16/10,730,3.411,22.4
1/13/10,730,3.778,22.3
1/26/10,730,3.835,21.8
1/13/10,730,3.869,22.3
1/16/10,730,3.927,22.4
1/26/10,730,3.930,21.8
1/18/10,730,4.160,22.5
1/18/10,730,4.414,22.5
1/16/10,730,4.457,22.4
2/23/10,730,4.486,21.9
1/13/10,730,4.503,22.3
1/13/10,730,4.952,22.3
2/23/10,730,5.026,21.9
1/26/10,730,5.678,21.8
1/16/10,730,6.279,22.4
1/26/10,730,6.352,21.8
1/2/10,730,6.718,21.6
2/23/10,730,8.637,21.9
2/23/10,730,8.803,21.9
1/26/10,730,9.140,21.8
1/16/10,730,9.332,22.4
1/16/10,730,10.719,22.4
2/23/10,730,10.938,21.9
12/21/09,732,0.219,21.4
12/21/09,732,0.417,21.4
12/21/09,732,0.437,21.4
1/2/10,732,0.477,21.6
1/2/10,732,0.584,21.7
1/2/10,732,0.607,21.5
1/2/10,732,0.641,21.7
12/15/09,732,0.651,22.3
1/2/10,732,0.665,21.6
1/2/10,732,0.677,21.6
1/2/10,732,0.701,21.6
1/2/10,732,0.703,21.7
12/21/09,732,0.738,21.4
1/2/10,732,0.760,21.6
1/2/10,732,0.767,21.6
12/21/09,732,0.774,21.4
1/2/10,732,0.790,21.5
1/2/10,732,0.796,21.6
12/21/09,732,0.804,21.4
1/2/10,732,0.858,21.6
1/2/10,732,0.863,21.7
1/2/10,732,0.866,21.7
1/2/10,732,0.875,21.5
12/21/09,732,0.900,21.4
1/2/10,732,0.923,21.5
1/2/10,732,0.932,21.5
1/2/10,732,0.951,21.7
1/2/10,732,0.997,21.7
12/21/09,732,1.005,21.4
12/21/09,732,1.008,21.4
1/2/10,732,1.019,21.5
1/2/10,732,1.021,21.6
12/21/09,732,1.076,21.4
12/21/09,732,1.089,21.4
12/15/09,732,1.101,22.3
1/2/10,732,1.101,21.7
12/15/09,732,1.133,22.3
1/2/10,732,1.195,21.6
12/15/09,732,1.205,22.3
1/2/10,732,1.207,21.5
1/2/10,732,1.297,21.6
1/2/10,732,1.368,21.6
1/2/10,732,1.372,21.5
1/2/10,732,1.458,21.7
12/15/09,732,1.479,22.3
12/21/09,732,1.501,21.4
12/15/09,732,1.937,22.3
1/2/10,732,2.134,21.7
1/2/10,732,2.622,21.7
1/2/10,732,3.798,21.7
12/21/09,732,3.931,21.4
1/2/10,732,4.061,21.5
12/15/09,732,4.191,22.3
12/10/09,732,4.324,20.9
12/10/09,732,4.954,20.9
12/15/09,732,5.053,22.3
1/2/10,732,6.092,21.5
12/10/09,732,6.407,20.9
1/2/10,732,7.659,21.5
12/15/09,732,8.789,22.3
1/2/10,732,14.769,21.5
1/19/10,765,0.513,22.2
1/19/10,765,0.557,22.2
1/19/10,765,0.585,22.3
1/19/10,765,0.591,22.2
1/19/10,765,0.632,22.4
1/19/10,765,0.703,22.3
1/19/10,765,0.713,22.3
1/19/10,765,0.736,22.3
1/18/10,765,0.875,22.6
1/19/10,765,0.896,22.3
1/19/10,765,0.938,22.3
1/19/10,765,0.973,22.3
1/19/10,765,1.025,22.3
1/19/10,765,1.080,22.2
1/19/10,765,1.148,22.4
1/19/10,765,1.149,22.2
1/25/10,765,1.249,22.4
1/25/10,765,1.317,22.4
1/25/10,765,1.400,22.4
1/19/10,765,1.532,22.3
1/19/10,765,1.541,22.2
1/18/10,765,1.632,22.6
1/19/10,765,1.780,22.3
1/25/10,765,1.871,22.4
1/25/10,765,1.903,22.4
1/18/10,765,1.956,22.6
1/18/10,765,1.966,22.6
1/19/10,765,2.062,22.4
1/18/10,765,2.088,22.6
1/19/10,765,2.128,22.2
1/18/10,765,2.314,22.6
1/19/10,765,2.475,22.3
1/19/10,765,2.480,22.4
1/19/10,765,2.586,22.2
1/18/10,765,3.382,22.6
1/25/10,765,3.484,22.4
1/19/10,765,3.627,22.2
1/18/10,765,4.015,22.6
1/18/10,765,4.060,22.6
1/25/10,765,4.074,22.4
1/19/10,765,4.330,22.2
1/25/10,765,4.465,22.4
1/19/10,765,4.873,22.2
1/19/10,765,5.287,22.4
1/25/10,765,5.342,22.4
1/25/10,765,5.407,22.4
1/25/10,765,5.853,22.4
1/19/10,765,6.111,22.2
1/18/10,765,6.224,22.6
1/18/10,765,7.640,22.6
1/19/10,765,11.346,22.3
11/18/09,774,0.245,21.5
11/18/09,774,0.282,21.6
11/18/09,774,0.270,21.6
11/18/09,774,0.314,21.7
11/18/09,774,0.324,21.6
11/18/09,774,0.372,21.6
11/18/09,774,0.408,21.5
11/18/09,774,0.429,21.6
11/18/09,774,0.484,21.6
11/18/09,774,0.515,21.6
11/18/09,774,0.550,21.5
11/18/09,774,0.622,21.5
11/18/09,774,0.643,21.5
11/18/09,774,0.664,21.4
11/18/09,774,0.673,21.6
11/18/09,774,0.677,21.7
11/18/09,774,0.692,21.5
11/18/09,774,0.708,21.5
11/18/09,774,0.708,21.6
11/18/09,774,0.711,21.4
11/18/09,774,0.712,21.6
11/18/09,774,0.746,21.6
11/18/09,774,0.755,21.4
11/18/09,774,0.755,21.4
11/18/09,774,0.759,21.6
11/18/09,774,0.774,21.6
11/18/09,774,0.775,21.7
11/18/09,774,0.835,21.5
11/18/09,774,0.870,21.5
11/18/09,774,0.877,21.7
11/18/09,774,0.888,21.7
11/18/09,774,0.892,21.6
11/18/09,774,0.897,21.5
11/18/09,774,0.904,21.6
