Day,Strain,Pathlength,Line
4,25187,2.162,362
4,25187,1.48,362
4,25187,1.414,362
5,25187,7.538,362
5,25187,3.594,362
5,25187,2.396,362
5,25187,1.64,362
5,25187,4.506,362
5,25187,4.082,362
5,25187,3.418,362
5,25187,4.348,362
5,25187,3.666,362
5,25187,2.094,362
5,25187,4.116,362
5,25187,3.938,362
5,25187,0.684,362
5,25187,4.084,362
5,25187,4.706,362
5,25187,0.98,362
5,25187,0.764,362
5,25187,2.286,362
5,25187,2.34,362
5,25187,2.866,362
1,25188,7.878,375
1,25188,8.066,375
1,25188,5.892,375
1,25188,6.528,375
1,25188,8.048,375
1,25188,7.004,375
1,25188,7.832,375
1,25188,5.232,375
1,25188,6.924,375
1,25188,6.95,375
1,25188,4.766,375
1,25188,4.076,375
1,25188,4.414,375
1,25188,7.494,375
1,25188,6.514,375
1,25188,5.788,375
1,25188,2.278,375
1,25188,8.182,375
1,25188,5.072,375
1,25188,1.616,375
2,25188,8.716,375
2,25188,8.544,375
2,25188,8.378,375
2,25188,7.456,375
2,25188,8.284,375
2,25188,3.732,375
2,25188,6.53,375
2,25188,6.266,375
2,25188,4.984,375
2,25188,6.692,375
2,25188,5.868,375
2,25188,4.916,375
2,25188,2.15,375
2,25188,4.752,375
2,25188,5.344,375
2,25188,2.776,375
2,25188,5.186,375
2,25188,5.652,375
2,25188,8.532,375
2,25188,4.002,375
3,25188,5.432,375
3,25188,5.428,375
3,25188,4.954,375
3,25188,6.452,375
3,25188,5.83,375
3,25188,6.742,375
3,25188,7.102,375
3,25188,4.652,375
3,25188,8.9,375
3,25188,4.768,375
3,25188,7.458,375
3,25188,4.134,375
3,25188,6.098,375
3,25188,4.558,375
3,25188,6.784,375
3,25188,8.456,375
3,25188,6.584,375
3,25188,5.506,375
3,25188,5.984,375
4,25188,5.658,375
4,25188,4.316,375
4,25188,5.292,375
4,25188,8.122,375
4,25188,7.854,375
4,25188,9.636,375
4,25188,4.714,375
4,25188,8.182,375
4,25188,5.774,375
4,25188,7.61,375
4,25188,7.498,375
4,25188,5.788,375
4,25188,6.152,375
4,25188,8.428,375
4,25188,5.334,375
4,25188,6.422,375
4,25188,6.696,375
4,25188,7.884,375
4,25188,4.104,375
4,25188,5.404,375
5,25188,7.51,375
5,25188,6.422,375
5,25188,6.182,375
5,25188,6.52,375
5,25188,7.522,375
5,25188,5.684,375
5,25188,5.346,375
5,25188,5.226,375
5,25188,4.176,375
5,25188,5.892,375
5,25188,6.64,375
5,25188,6.698,375
5,25188,3.4,375
5,25188,3.898,375
5,25188,3.742,375
5,25188,6.286,375
5,25188,2.72,375
5,25188,6.898,375
5,25188,5.798,375
5,25188,1.47,375
1,25189,10.78,379
1,25189,11.872,379
1,25189,17.698,379
1,25189,0.024,379
1,25189,9.652,379
1,25189,6.894,379
1,25189,7.674,379
1,25189,7.974,379
1,25189,10.74,379
1,25189,10.95,379
1,25189,8.194,379
1,25189,8.382,379
1,25189,9.774,379
1,25189,5.776,379
1,25189,5.91,379
1,25189,5.122,379
1,25189,7.38,379
1,25189,5.402,379
1,25189,10.588,379
1,25189,5.286,379
2,25189,4.062,379
2,25189,4.938,379
2,25189,4.882,379
2,25189,7.29,379
2,25189,4.65,379
2,25189,3.138,379
2,25189,6.31,379
2,25189,2.236,379
2,25189,3.28,379
2,25189,8.538,379
2,25189,5.188,379
2,25189,5.57,379
2,25189,6.306,379
2,25189,3.856,379
2,25189,8.612,379
2,25189,4.392,379
2,25189,1.04,379
2,25189,5.88,379
2,25189,5.266,379
2,25189,2.268,379
3,25189,4.512,379
3,25189,6.064,379
3,25189,6.45,379
3,25189,5.302,379
3,25189,5.9,379
3,25189,7.366,379
3,25189,4.224,379
3,25189,6.734,379
3,25189,5.072,379
3,25189,3.978,379
3,25189,5.778,379
3,25189,4.548,379
3,25189,4.47,379
3,25189,5.792,379
3,25189,4.534,379
3,25189,4.804,379
3,25189,6.718,379
3,25189,4.718,379
3,25189,5.126,379
3,25189,2.478,379
4,25189,6.162,379
4,25189,4.986,379
4,25189,6.138,379
4,25189,5.102,379
4,25189,7.668,379
4,25189,1.826,379
4,25189,5.854,379
4,25189,4.32,379
4,25189,6.662,379
4,25189,4.722,379
4,25189,3.666,379
4,25189,3.752,379
4,25189,6.394,379
4,25189,6.226,379
4,25189,0.716,379
4,25189,5.396,379
4,25189,4.688,379
4,25189,4.398,379
4,25189,4.258,379
4,25189,2.678,379
5,25189,7.332,379
5,25189,7.352,379
5,25189,8.71,379
5,25189,8.15,379
5,25189,2.128,379
5,25189,5.89,379
5,25189,4.656,379
5,25189,6.64,379
5,25189,6.53,379
5,25189,6.66,379
5,25189,7.144,379
5,25189,7.992,379
5,25189,4.436,379
5,25189,6.622,379
5,25189,6.542,379
5,25189,8.168,379
5,25189,7.59,379
5,25189,6.776,379
5,25189,6.14,379
5,25189,4.202,379
1,25190,7.978,380
1,25190,5.354,380
1,25190,9.846,380
1,25190,5.412,380
1,25190,6.95,380
1,25190,9.58,380
1,25190,5.318,380
1,25190,4.828,380
1,25190,6.45,380
1,25190,9.514,380
1,25190,8.744,380
1,25190,8.58,380
1,25190,10.324,380
1,25190,6.78,380
1,25190,7.686,380
1,25190,7.854,380
1,25190,7.286,380
1,25190,5.13,380
1,25190,5.614,380
1,25190,9,380
2,25190,9.284,380
2,25190,7.044,380
2,25190,10.104,380
2,25190,8.672,380
2,25190,10.44,380
2,25190,6.638,380
2,25190,5.514,380
2,25190,4.58,380
2,25190,3.964,380
2,25190,10.212,380
2,25190,8.632,380
2,25190,6.972,380
2,25190,5.59,380
2,25190,6.038,380
2,25190,4.146,380
2,25190,9.514,380
2,25190,7.728,380
2,25190,8.828,380
2,25190,8.656,380
3,25190,6.964,380
3,25190,9.176,380
3,25190,6.086,380
3,25190,4.464,380
3,25190,6.306,380
3,25190,3.82,380
3,25190,5.156,380
3,25190,7.868,380
3,25190,6.932,380
3,25190,1.996,380
3,25190,7.828,380
3,25190,5.236,380
3,25190,8.196,380
3,25190,1.418,380
3,25190,0.932,380
3,25190,7.826,380
3,25190,4.86,380
3,25190,4.682,380
3,25190,2.126,380
3,25190,5.85,380
4,25190,6.27,380
4,25190,6.576,380
4,25190,1.934,380
4,25190,6.63,380
4,25190,8.182,380
4,25190,5.152,380
4,25190,5.28,380
4,25190,9.592,380
4,25190,8.87,380
4,25190,8.378,380
4,25190,4.246,380
4,25190,6.992,380
4,25190,5.152,380
4,25190,9.582,380
4,25190,3.328,380
4,25190,7.066,380
4,25190,5.732,380
4,25190,3.886,380
5,25190,8.082,380
5,25190,7.842,380
5,25190,6.948,380
5,25190,5.248,380
5,25190,5.92,380
5,25190,4.866,380
5,25190,2.922,380
5,25190,5.332,380
5,25190,9.37,380
5,25190,6.792,380
5,25190,7.044,380
5,25190,6.554,380
5,25190,4.43,380
5,25190,2.99,380
5,25190,4.832,380
5,25190,9.088,380
5,25190,0.716,380
5,25190,0.876,380
5,25190,1.314,380
1,25191,10.568,391
1,25191,5.724,391
1,25191,6.158,391
1,25191,7.948,391
1,25191,4.678,391
1,25191,5.67,391
1,25191,8.878,391
1,25191,5.078,391
1,25191,7.67,391
1,25191,3.682,391
1,25191,8.466,391
1,25191,8.548,391
1,25191,8.35,391
1,25191,8.446,391
1,25191,5.534,391
1,25191,3.758,391
1,25191,8.888,391
1,25191,0.976,391
1,25191,7.346,391
1,25191,8.63,391
2,25191,5.614,391
2,25191,4.534,391
2,25191,7.762,391
2,25191,5.69,391
2,25191,2.984,391
2,25191,0.816,391
2,25191,4.408,391
2,25191,3.91,391
2,25191,4.358,391
2,25191,5.266,391
2,25191,3.46,391
2,25191,5.476,391
2,25191,8.396,391
2,25191,1.956,391
2,25191,2.454,391
2,25191,7.608,391
2,25191,2.588,391
2,25191,5.186,391
2,25191,2.388,391
2,25191,0.618,391
3,25191,9.472,391
3,25191,6.278,391
3,25191,5.656,391
3,25191,7.85,391
3,25191,8.874,391
3,25191,1.228,391
3,25191,3.26,391
3,25191,5.396,391
3,25191,6.214,391
3,25191,7.24,391
3,25191,4.748,391
3,25191,5.896,391
3,25191,1.656,391
3,25191,3.864,391
3,25191,6.82,391
3,25191,5.31,391
3,25191,0.768,391
3,25191,0.71,391
3,25191,1.664,391
3,25191,0.736,391
4,25191,7.086,391
4,25191,6.008,391
4,25191,3.954,391
4,25191,3.56,391
4,25191,6.628,391
4,25191,9.404,391
4,25191,4.008,391
4,25191,2.742,391
4,25191,3.346,391
4,25191,2.74,391
4,25191,0.818,391
4,25191,2.196,391
4,25191,7.306,391
4,25191,2.934,391
4,25191,1.894,391
4,25191,4.776,391
4,25191,2.506,391
4,25191,3.984,391
4,25191,3.18,391
4,25191,0.912,391
5,25191,9.458,391
5,25191,4.396,391
5,25191,7.306,391
5,25191,4.686,391
5,25191,3.35,391
5,25191,7.066,391
5,25191,6.222,391
5,25191,4.648,391
5,25191,6.578,391
5,25191,3.978,391
5,25191,5.02,391
5,25191,5.674,391
5,25191,4.676,391
5,25191,2.532,391
5,25191,2.014,391
5,25191,3.83,391
5,25191,3.176,391
5,25191,1.456,391
5,25191,1.738,391
5,25191,7.39,391
1,25193,8.776,427
1,25193,9.688,427
1,25193,7.468,427
1,25193,4.206,427
1,25193,5.498,427
1,25193,9.242,427
1,25193,1.652,427
1,25193,8.678,427
1,25193,5.416,427
1,25193,9.882,427
1,25193,10.106,427
1,25193,5.276,427
1,25193,9.75,427
1,25193,11.44,427
1,25193,7.624,427
1,25193,6.518,427
1,25193,5.724,427
1,25193,7.49,427
1,25193,6.048,427
1,25193,9.966,427
2,25193,13.59,427
2,25193,12.266,427
2,25193,6.402,427
2,25193,6.824,427
2,25193,13.338,427
2,25193,6.22,427
2,25193,8.6,427
2,25193,10.8,427
2,25193,4.862,427
2,25193,4.516,427
2,25193,5.47,427
2,25193,7.74,427
2,25193,9.13,427
2,25193,10.332,427
2,25193,9.674,427
2,25193,9.874,427
2,25193,5.374,427
2,25193,13.232,427
2,25193,11.156,427
2,25193,12.836,427
3,25193,7.418,427
3,25193,5.406,427
3,25193,4.93,427
3,25193,6.968,427
3,25193,7.23,427
3,25193,9.95,427
3,25193,5.766,427
3,25193,7.538,427
3,25193,9.382,427
3,25193,8.084,427
3,25193,2.7,427
3,25193,10.044,427
3,25193,6.712,427
3,25193,8.056,427
3,25193,7.528,427
3,25193,9.386,427
3,25193,4.86,427
3,25193,6.346,427
3,25193,4.07,427
3,25193,5.596,427
4,25193,7.988,427
4,25193,5.868,427
4,25193,10.34,427
4,25193,5.968,427
4,25193,9.16,427
4,25193,5.24,427
4,25193,5.254,427
4,25193,3.974,427
4,25193,8.832,427
4,25193,7.43,427
4,25193,5.332,427
4,25193,5.032,427
4,25193,5.738,427
4,25193,6.884,427
4,25193,9.44,427
4,25193,3.184,427
4,25193,5.154,427
4,25193,2.818,427
5,25193,8.514,427
5,25193,12.168,427
5,25193,11.478,427
5,25193,7.152,427
5,25193,7.816,427
5,25193,8.632,427
5,25193,5.114,427
5,25193,9.124,427
5,25193,9.122,427
5,25193,7.11,427
5,25193,6.996,427
5,25193,9.222,427
5,25193,6.194,427
5,25193,7.266,427
5,25193,4.242,427
5,25193,3.636,427
5,25193,3.84,427
5,25193,3.174,427
5,25193,0.71,427
5,25193,1.942,427
1,25194,4.692,437
1,25194,3.334,437
1,25194,4.71,437
1,25194,3.986,437
1,25194,4.796,437
1,25194,2.832,437
1,25194,3.828,437
1,25194,4.006,437
1,25194,3.6,437
1,25194,4.422,437
1,25194,7.754,437
1,25194,0.524,437
1,25194,3.57,437
1,25194,4.434,437
1,25194,3.942,437
1,25194,1.052,437
1,25194,3.968,437
1,25194,2.482,437
1,25194,1.548,437
1,25194,1.504,437
2,25194,5.428,437
2,25194,4.926,437
2,25194,4.108,437
2,25194,4.976,437
2,25194,6.496,437
2,25194,2.022,437
2,25194,0.868,437
2,25194,4.366,437
2,25194,4.524,437
2,25194,1.728,437
2,25194,3.886,437
2,25194,4.412,437
2,25194,2.664,437
2,25194,3.326,437
2,25194,3.986,437
2,25194,6.114,437
2,25194,2.94,437
2,25194,1.466,437
2,25194,1.772,437
2,25194,4.248,437
3,25194,5.298,437
3,25194,3.288,437
3,25194,3.298,437
3,25194,1.054,437
3,25194,3.156,437
3,25194,3.05,437
3,25194,3.242,437
3,25194,1.89,437
3,25194,4.442,437
3,25194,2.61,437
3,25194,3.458,437
3,25194,2.518,437
3,25194,3.292,437
3,25194,1.012,437
3,25194,3.19,437
3,25194,2.148,437
3,25194,2.764,437
3,25194,1.51,437
3,25194,1.326,437
3,25194,1.936,437
4,25194,5.744,437
4,25194,4.806,437
4,25194,5.144,437
4,25194,2.706,437
4,25194,4.47,437
4,25194,3.67,437
4,25194,4.42,437
4,25194,5.21,437
4,25194,3.792,437
4,25194,3.716,437
4,25194,4.392,437
4,25194,2.376,437
4,25194,4.074,437
4,25194,4.032,437
4,25194,4.19,437
4,25194,3.904,437
4,25194,4.748,437
4,25194,3.378,437
4,25194,2.464,437
4,25194,1.884,437
5,25194,3.768,437
5,25194,5.438,437
5,25194,4.986,437
5,25194,3.158,437
5,25194,3.968,437
5,25194,2.97,437
5,25194,4.342,437
5,25194,4.604,437
5,25194,4.06,437
5,25194,3.05,437
5,25194,4.062,437
5,25194,4.904,437
5,25194,2.394,437
5,25194,2.706,437
5,25194,3.23,437
5,25194,3.476,437
5,25194,1.81,437
5,25194,2.478,437
5,25194,1.892,437
5,25194,0.632,437
1,25195,10.682,486
1,25195,4.064,486
1,25195,5.746,486
1,25195,8.562,486
1,25195,5.414,486
1,25195,4.104,486
1,25195,4.378,486
1,25195,5.278,486
1,25195,2.25,486
1,25195,4.172,486
1,25195,1.148,486
1,25195,6.888,486
1,25195,4.51,486
1,25195,7.04,486
1,25195,3.738,486
1,25195,1.218,486
1,25195,1.966,486
2,25195,5.536,486
2,25195,7.988,486
2,25195,3.054,486
2,25195,4.964,486
2,25195,0.83,486
2,25195,3.776,486
2,25195,3.47,486
2,25195,2.854,486
2,25195,0.912,486
2,25195,4.39,486
2,25195,5.108,486
2,25195,0.88,486
2,25195,0.69,486
2,25195,2.08,486
2,25195,0.838,486
2,25195,1.562,486
2,25195,1.008,486
2,25195,0.732,486
2,25195,2.528,486
2,25195,0.98,486
3,25195,4.512,486
3,25195,5.554,486
3,25195,6.832,486
3,25195,1.054,486
3,25195,7.848,486
3,25195,5.922,486
3,25195,5.074,486
3,25195,6.698,486
3,25195,4.734,486
3,25195,6.266,486
3,25195,4.632,486
3,25195,6.356,486
3,25195,5.884,486
3,25195,2.002,486
3,25195,3.316,486
3,25195,0.908,486
3,25195,0.82,486
3,25195,3.376,486
3,25195,0.662,486
3,25195,1.77,486
4,25195,6.008,486
4,25195,4.618,486
4,25195,5.022,486
4,25195,1.482,486
4,25195,3.658,486
4,25195,3.57,486
4,25195,0.728,486
4,25195,0.742,486
4,25195,2.72,486
4,25195,0.83,486
4,25195,1.018,486
4,25195,0.624,486
4,25195,0.714,486
4,25195,2.788,486
4,25195,3.402,486
4,25195,0.834,486
4,25195,0.626,486
4,25195,0.586,486
4,25195,2.666,486
4,25195,0.598,486
5,25195,7.13,486
5,25195,1.472,486
5,25195,5.562,486
5,25195,1.5,486
5,25195,4.272,486
5,25195,1.294,486
5,25195,8.614,486
5,25195,0.916,486
5,25195,3.488,486
5,25195,2.05,486
5,25195,1.664,486
5,25195,0.956,486
5,25195,3.32,486
5,25195,1.832,486
5,25195,0.73,486
5,25195,2.126,486
5,25195,0.852,486
5,25195,0.874,486
5,25195,2.014,486
1,25196,9.722,unknown
1,25196,9.066,unknown
1,25196,6.288,unknown
1,25196,5.74,unknown
1,25196,7.69,unknown
1,25196,9.478,unknown
1,25196,8.612,unknown
1,25196,10.45,unknown
1,25196,8.026,unknown
1,25196,4.824,unknown
1,25196,6.22,unknown
1,25196,6.19,unknown
1,25196,1.108,unknown
1,25196,8.392,unknown
1,25196,3.594,unknown
1,25196,6.926,unknown
1,25196,2.946,unknown
1,25196,6.13,unknown
2,25196,11.142,unknown
2,25196,5.376,unknown
2,25196,8.376,unknown
2,25196,6.186,unknown
2,25196,6.464,unknown
2,25196,5.946,unknown
2,25196,6.988,unknown
2,25196,6.086,unknown
2,25196,6.45,unknown
2,25196,8.734,unknown
2,25196,10.314,unknown
2,25196,9.268,unknown
2,25196,7.33,unknown
2,25196,7.8,unknown
2,25196,6.048,unknown
2,25196,8.774,unknown
2,25196,8.052,unknown
2,25196,8.162,unknown
2,25196,7.704,unknown
3,25196,5.604,unknown
3,25196,9.716,unknown
3,25196,8.554,unknown
3,25196,7.876,unknown
3,25196,7.456,unknown
3,25196,8.362,unknown
3,25196,7.372,unknown
3,25196,7.84,unknown
3,25196,5.8,unknown
3,25196,6.18,unknown
3,25196,4.278,unknown
3,25196,4.906,unknown
3,25196,5.026,unknown
3,25196,2.72,unknown
3,25196,3.05,unknown
3,25196,11.164,unknown
3,25196,5.308,unknown
3,25196,3.054,unknown
3,25196,4.928,unknown
4,25196,7.462,unknown
4,25196,9.896,unknown
4,25196,5.588,unknown
4,25196,10.596,unknown
4,25196,5.104,unknown
4,25196,7.372,unknown
4,25196,4.938,unknown
4,25196,5.964,unknown
4,25196,5.676,unknown
4,25196,7.934,unknown
4,25196,6.336,unknown
4,25196,8.018,unknown
4,25196,10.294,unknown
4,25196,8.856,unknown
4,25196,6.268,unknown
4,25196,4.86,unknown
4,25196,4.722,unknown
4,25196,5.968,unknown
4,25196,6.484,unknown
4,25196,0.738,unknown
5,25196,5.4,unknown
5,25196,6.134,unknown
5,25196,7.722,unknown
5,25196,7.036,unknown
5,25196,10.24,unknown
5,25196,7.854,unknown
5,25196,4.974,unknown
5,25196,6.498,unknown
5,25196,5.982,unknown
5,25196,8.5,unknown
5,25196,5.458,unknown
5,25196,6.07,unknown
5,25196,3.864,unknown
5,25196,9.804,unknown
5,25196,7.732,unknown
5,25196,7.128,unknown
5,25196,6.158,unknown
5,25196,8.832,unknown
5,25196,4.896,unknown
5,25196,8.938,unknown
1,25197,11.788,517
1,25197,8.97,517
1,25197,6.354,517
1,25197,6.874,517
1,25197,6.554,517
1,25197,10.276,517
1,25197,7.428,517
1,25197,6.968,517
1,25197,4.982,517
1,25197,2.742,517
1,25197,5.206,517
1,25197,4.764,517
1,25197,6.032,517
1,25197,6.528,517
1,25197,4.548,517
1,25197,5.66,517
1,25197,4.632,517
1,25197,3.122,517
1,25197,4.066,517
1,25197,4.538,517
2,25197,10.83,517
2,25197,6.256,517
2,25197,10.714,517
2,25197,8.538,517
2,25197,8.34,517
2,25197,9.086,517
2,25197,5.546,517
2,25197,5.662,517
2,25197,5.062,517
2,25197,7.782,517
2,25197,5.37,517
2,25197,6.77,517
2,25197,6.52,517
2,25197,7.338,517
2,25197,10.458,517
2,25197,12.246,517
2,25197,5.684,517
2,25197,10.612,517
2,25197,7.062,517
2,25197,3.988,517
3,25197,5.436,517
3,25197,6.056,517
3,25197,10.824,517
3,25197,9.918,517
3,25197,4.74,517
3,25197,8.086,517
3,25197,7.812,517
3,25197,9.984,517
3,25197,9.406,517
3,25197,7.126,517
3,25197,9.716,517
3,25197,11.066,517
3,25197,9.462,517
3,25197,9.81,517
3,25197,3.93,517
3,25197,4.782,517
3,25197,7.412,517
3,25197,10.03,517
3,25197,9.504,517
3,25197,2.572,517
4,25197,6.87,517
4,25197,9.796,517
4,25197,7.206,517
4,25197,6.432,517
4,25197,6.636,517
4,25197,4.276,517
4,25197,7.372,517
4,25197,6.74,517
4,25197,10.47,517
4,25197,6.444,517
4,25197,4.438,517
4,25197,8.468,517
4,25197,7.49,517
4,25197,8.4,517
4,25197,5.212,517
4,25197,5.358,517
4,25197,1.984,517
4,25197,6.182,517
4,25197,3.206,517
4,25197,2.99,517
5,25197,6.7,517
5,25197,5.774,517
5,25197,5.188,517
5,25197,5.542,517
5,25197,7.594,517
5,25197,5.704,517
5,25197,6.338,517
5,25197,6.2,517
5,25197,5.44,517
5,25197,7.112,517
5,25197,6.138,517
5,25197,4.64,517
5,25197,6.118,517
5,25197,11.13,517
5,25197,5.112,517
5,25197,9.97,517
5,25197,7.424,517
5,25197,9.046,517
5,25197,3.266,517
5,25197,3.96,517
1,25198,3.53,555
1,25198,2.776,555
1,25198,4.506,555
1,25198,2.824,555
1,25198,3.002,555
1,25198,4.232,555
1,25198,2.576,555
1,25198,1.328,555
1,25198,3.4,555
1,25198,2.942,555
1,25198,3.266,555
1,25198,3.396,555
1,25198,0.722,555
1,25198,0.972,555
1,25198,2.942,555
1,25198,1.898,555
1,25198,2.918,555
1,25198,1.734,555
1,25198,1.672,555
1,25198,1.584,555
2,25198,1.36,555
2,25198,1.028,555
2,25198,2.282,555
2,25198,3.208,555
2,25198,2.35,555
2,25198,3.23,555
2,25198,3.42,555
2,25198,0.896,555
2,25198,2.396,555
2,25198,2.22,555
2,25198,1.24,555
2,25198,0.898,555
2,25198,2.142,555
2,25198,1.286,555
2,25198,0.74,555
2,25198,1.754,555
2,25198,1.044,555
2,25198,1.066,555
2,25198,2.208,555
2,25198,1.314,555
3,25198,4.316,555
3,25198,1.786,555
3,25198,1.084,555
3,25198,3.394,555
3,25198,5.362,555
3,25198,1.94,555
3,25198,2.734,555
3,25198,3.354,555
3,25198,1.584,555
3,25198,3.592,555
3,25198,2.088,555
3,25198,2.078,555
3,25198,1.292,555
3,25198,1.328,555
3,25198,1.896,555
3,25198,3.386,555
3,25198,2.408,555
3,25198,2.67,555
3,25198,2.474,555
3,25198,1.628,555
4,25198,3.228,555
4,25198,1.858,555
4,25198,2.936,555
4,25198,2.324,555
4,25198,1.794,555
4,25198,3.4,555
4,25198,1.614,555
4,25198,3.082,555
4,25198,2.206,555
4,25198,3.262,555
4,25198,2.428,555
4,25198,3.45,555
4,25198,1.652,555
4,25198,1.956,555
4,25198,2.142,555
4,25198,1.082,555
5,25198,2.692,555
5,25198,3.28,555
5,25198,3.962,555
5,25198,2.726,555
5,25198,3.396,555
5,25198,2.58,555
5,25198,4.296,555
5,25198,1.846,555
5,25198,6.126,555
5,25198,6.996,555
5,25198,3.17,555
5,25198,3.084,555
5,25198,2.094,555
5,25198,1.326,555
5,25198,2.562,555
5,25198,1.694,555
5,25198,0.892,555
5,25198,0.606,555
5,25198,1.12,555
1,25199,5.042,639
1,25199,3.036,639
1,25199,1.08,639
1,25199,1.892,639
1,25199,4.604,639
1,25199,0.762,639
1,25199,3.432,639
1,25199,2.382,639
1,25199,2.308,639
1,25199,2.65,639
1,25199,4.098,639
1,25199,1.44,639
1,25199,0.952,639
1,25199,2.376,639
1,25199,0.528,639
1,25199,1.054,639
1,25199,0.766,639
2,25199,6.62,639
2,25199,3.226,639
2,25199,4.818,639
2,25199,5.04,639
2,25199,5.494,639
2,25199,4.468,639
2,25199,4.41,639
2,25199,2.39,639
2,25199,4.382,639
2,25199,3.626,639
2,25199,5.874,639
2,25199,3.112,639
2,25199,3.78,639
2,25199,2.332,639
2,25199,3.118,639
2,25199,1.362,639
2,25199,1.248,639
2,25199,2.486,639
2,25199,3.144,639
2,25199,1.722,639
3,25199,1.162,639
3,25199,1.882,639
3,25199,2.71,639
3,25199,0.988,639
3,25199,0.734,639
3,25199,3.272,639
3,25199,3.142,639
3,25199,1.006,639
3,25199,1.17,639
3,25199,0.692,639
3,25199,2.062,639
3,25199,2.434,639
3,25199,0.59,639
3,25199,1.93,639
3,25199,0.732,639
3,25199,0.82,639
3,25199,0.89,639
3,25199,0.81,639
3,25199,1.116,639
3,25199,0.676,639
4,25199,2.788,639
4,25199,4.47,639
4,25199,3.12,639
4,25199,0.768,639
4,25199,3.762,639
4,25199,3.932,639
4,25199,4.372,639
4,25199,1.02,639
4,25199,0.81,639
4,25199,0.684,639
4,25199,1.496,639
4,25199,3.24,639
4,25199,2.578,639
4,25199,1.052,639
4,25199,1.304,639
4,25199,4.948,639
4,25199,3.06,639
4,25199,1.362,639
4,25199,1.074,639
4,25199,0.646,639
5,25199,3.124,639
5,25199,5.324,639
5,25199,6.154,639
5,25199,0.822,639
5,25199,3.876,639
5,25199,1.458,639
5,25199,3.492,639
5,25199,4.626,639
5,25199,4.346,639
5,25199,2.84,639
5,25199,2.31,639
5,25199,0.728,639
5,25199,3.444,639
5,25199,3.678,639
5,25199,3.262,639
5,25199,2.324,639
5,25199,1.244,639
5,25199,0.7,639
5,25199,0.952,639
5,25199,2.248,639
1,25200,6.056,707
1,25200,4.152,707
1,25200,4.01,707
1,25200,4.38,707
1,25200,8.31,707
1,25200,4.6,707
1,25200,5.43,707
1,25200,4.26,707
1,25200,1.024,707
1,25200,4.446,707
1,25200,4.784,707
1,25200,2.88,707
1,25200,3.212,707
1,25200,0.892,707
1,25200,4.664,707
1,25200,4.338,707
1,25200,4.384,707
1,25200,0.918,707
1,25200,1.156,707
1,25200,2.122,707
2,25200,4.75,707
2,25200,5.62,707
2,25200,0.972,707
2,25200,4.434,707
2,25200,4.758,707
2,25200,6.112,707
2,25200,4.416,707
2,25200,2.448,707
2,25200,4.142,707
2,25200,2.644,707
2,25200,4.254,707
2,25200,3.416,707
2,25200,2.844,707
2,25200,4.128,707
2,25200,3.658,707
2,25200,9.206,707
2,25200,8.056,707
2,25200,3.07,707
2,25200,1.372,707
3,25200,6.252,707
3,25200,5.096,707
3,25200,7.156,707
3,25200,3.324,707
3,25200,6.48,707
3,25200,1.33,707
3,25200,6.816,707
3,25200,2.778,707
3,25200,3.95,707
3,25200,3.63,707
3,25200,2.922,707
3,25200,4.3,707
3,25200,5.268,707
3,25200,4.3,707
3,25200,4.028,707
3,25200,5.06,707
3,25200,1.104,707
3,25200,3.046,707
3,25200,5.192,707
3,25200,4.764,707
4,25200,5.92,707
4,25200,5.148,707
4,25200,4.992,707
4,25200,4.062,707
4,25200,4.546,707
4,25200,4.402,707
4,25200,3.154,707
4,25200,1.92,707
4,25200,5.026,707
4,25200,4.938,707
4,25200,2.344,707
4,25200,5.454,707
4,25200,2.5,707
4,25200,4.854,707
4,25200,0.87,707
4,25200,0.766,707
4,25200,3.352,707
4,25200,0.818,707
4,25200,1.11,707
4,25200,3.074,707
5,25200,5.458,707
5,25200,7.732,707
5,25200,4.178,707
5,25200,5.33,707
5,25200,5.012,707
5,25200,4.224,707
5,25200,3.822,707
5,25200,5.056,707
5,25200,2.054,707
5,25200,3.168,707
5,25200,4.328,707
5,25200,3.012,707
5,25200,5.446,707
5,25200,3.054,707
5,25200,4.458,707
5,25200,5.648,707
5,25200,5.656,707
5,25200,1.674,707
5,25200,1.506,707
5,25200,0.858,707
1,25201,5.18,712
1,25201,5.196,712
1,25201,4.422,712
1,25201,5.764,712
1,25201,5.938,712
1,25201,6.818,712
1,25201,4,712
1,25201,4.888,712
1,25201,4.632,712
1,25201,5.636,712
1,25201,4.092,712
1,25201,4.238,712
1,25201,3.652,712
1,25201,5.37,712
1,25201,2.86,712
1,25201,3.01,712
1,25201,2.528,712
1,25201,4.88,712
1,25201,2.328,712
2,25201,4.986,712
2,25201,5.018,712
2,25201,4.566,712
2,25201,8.496,712
2,25201,4.812,712
2,25201,5.598,712
2,25201,6.348,712
2,25201,3.85,712
2,25201,4.762,712
2,25201,6.868,712
2,25201,7.074,712
2,25201,6.526,712
2,25201,4.624,712
2,25201,4.536,712
2,25201,7.588,712
2,25201,4.434,712
2,25201,8.786,712
2,25201,5.804,712
2,25201,1.082,712
3,25201,6.552,712
3,25201,7.37,712
3,25201,6.998,712
3,25201,6.34,712
3,25201,4.434,712
3,25201,6.342,712
3,25201,6.77,712
3,25201,6.724,712
3,25201,5.456,712
3,25201,6.49,712
3,25201,6.842,712
3,25201,5.242,712
3,25201,6.274,712
3,25201,4.414,712
3,25201,4.824,712
3,25201,1.01,712
3,25201,5.072,712
